Date,Price,Open,High,Low,Vol,Change
04/22/2025,88513.49,87516.22,88877.0,87076.03,371.279.506,0
04/23/2025,92663.32,93442.99,93909.05,92580.18,344.859.374,0
04/24/2025,93607.99,93691.07,93787.65,93060.75,149.831.243,0
04/25/2025,93664.14,93980.47,94444.0,93520.0,26.990.782,0
04/26/2025,95055.48,94638.68,95199.0,94527.84,187.889.983,0
04/27/2025,94222.29,94628.0,95369.0,94041.6,31.790.857,0
04/28/2025,93130.44,93749.29,93798.71,92800.01,222.176.369,0
04/29/2025,94996.61,95011.18,95461.53,94735.78,137.423.539,0
04/30/2025,94503.4,94256.82,94631.23,94136.48,82.713.624,0
05/01/2025,94708.0,94172.0,94710.0,94130.43,8.621.467,0
